Year,FieldOfStudyId,Gender,Authorships,DistinctPapers,Gender 
1810.0,71924100,1,15,15,Male
1889.0,144133560,0,6,6,Female
1906.0,39432304,0,14,14,Female
1812.0,144133560,0,1,1,Female
1868.0,41008148,-1,1,1,N/A $\in$ constraint
1815.0,71924100,0,1,1,Female
1834.0,15744967,0,1,1,Female
1820.0,162324750,-1,1,1,N/A $\in$ constraint
1885.0,17744445,-1,17,17,N/A $\in$ constraint
1885.0,39432304,-1,2,2,N/A $\in$ constraint
1814.0,86803240,1,7,7,Male
1859.0,86803240,-1,6,6,N/A $\in$ constraint
1838.0,138885662,0,2,2,Female
1815.0,95457728,0,11,11,Female
1861.0,33923547,-1,1,1,N/A $\in$ constraint
1885.0,33923547,0,4,4,Female
1846.0,39432304,-2,29,29,N/A $\notin$ constraint
1868.0,39432304,-1,21,21,N/A $\in$ constraint
1842.0,144133560,-1,5,5,N/A $\in$ constraint
1868.0,121332964,-1,3,3,N/A $\in$ constraint
1859.0,185592680,0,1,1,Female
1869.0,162324750,0,1,1,Female
1840.0,15744967,0,4,4,Female
1831.0,127313418,-1,1,1,N/A $\in$ constraint
1826.0,39432304,1,4,4,Male
1853.0,33923547,-1,5,5,N/A $\in$ constraint
1850.0,127313418,0,1,1,Female
1881.0,162324750,0,1,1,Female
1827.0,162324750,-1,1,1,N/A $\in$ constraint
1841.0,127413603,0,1,1,Female
1858.0,127313418,-1,2,2,N/A $\in$ constraint
1872.0,192562407,-1,3,3,N/A $\in$ constraint
1802.0,17744445,0,1,1,Female
1824.0,185592680,1,4,4,Male
1812.0,41008148,-1,1,1,N/A $\in$ constraint
1884.0,39432304,-1,7,7,N/A $\in$ constraint
1809.0,205649164,0,3,3,Female
1874.0,33923547,-1,1,1,N/A $\in$ constraint
1859.0,192562407,0,1,1,Female
1828.0,138885662,0,4,4,Female
1816.0,71924100,-1,4,4,N/A $\in$ constraint
1853.0,41008148,0,1,1,Female
1812.0,192562407,1,8,8,Male
1825.0,144024400,-2,3,3,N/A $\notin$ constraint
1860.0,144024400,-1,2,2,N/A $\in$ constraint
1812.0,162324750,-2,1,1,N/A $\notin$ constraint
1812.0,17744445,0,2,2,Female
1816.0,39432304,1,1,1,Male
1817.0,127413603,-1,2,2,N/A $\in$ constraint
1841.0,144133560,0,1,1,Female
1864.0,39432304,0,2,2,Female
1861.0,144024400,0,2,2,Female
1826.0,144133560,-1,1,1,N/A $\in$ constraint
1802.0,162324750,1,2,2,Male
1804.0,144133560,-2,3,3,N/A $\notin$ constraint
1869.0,33923547,-1,1,1,N/A $\in$ constraint
1812.0,15744967,0,1,1,Female
1804.0,39432304,1,1,1,Male
1817.0,121332964,0,1,1,Female
1820.0,185592680,-1,3,3,N/A $\in$ constraint
1804.0,162324750,1,1,1,Male
1806.0,144024400,-1,1,1,N/A $\in$ constraint
1809.0,15744967,0,1,1,Female
1808.0,144133560,1,1,1,Male
1815.0,121332964,0,1,1,Female
1839.0,39432304,-1,6,6,N/A $\in$ constraint
1833.0,127413603,0,1,1,Female
1843.0,121332964,0,1,1,Female
2003.0,185592680,-2,438556,438556,N/A $\notin$ constraint
2010.0,15744967,-2,269627,269627,N/A $\notin$ constraint
2006.0,86803240,-1,386776,386776,N/A $\in$ constraint
1932.0,127413603,1,3480,3480,Male
2011.0,86803240,-2,428381,428381,N/A $\notin$ constraint
2013.0,138885662,0,16341,16341,Female
1989.0,205649164,0,5541,5541,Female
1991.0,142362112,-1,9585,9585,N/A $\in$ constraint
1994.0,162324750,-1,3983,3983,N/A $\in$ constraint
1913.0,71924100,1,3881,3881,Male
1975.0,17744445,-1,1795,1795,N/A $\in$ constraint
1935.0,95457728,-2,2943,2943,N/A $\notin$ constraint
1931.0,127413603,-2,4814,4814,N/A $\notin$ constraint
1974.0,121332964,0,1466,1466,Female
1986.0,144024400,-1,1633,1633,N/A $\in$ constraint
1960.0,144024400,1,2887,2887,Male
1945.0,121332964,-2,1977,1977,N/A $\notin$ constraint
1951.0,41008148,-1,634,634,N/A $\in$ constraint
1845.0,127313418,1,89,89,Male
1953.0,86803240,0,1808,1808,Female
1896.0,127313418,1,293,293,Male
1814.0,192562407,1,11,11,Male
1930.0,127313418,1,1590,1590,Male
1878.0,121332964,-2,372,372,N/A $\notin$ constraint
1955.0,144024400,1,2105,2105,Male
2018.0,95457728,-2,130905,130905,N/A $\notin$ constraint
1947.0,142362112,0,742,742,Female
2020.0,17744445,-1,98314,98314,N/A $\in$ constraint
1884.0,127413603,-2,642,642,N/A $\notin$ constraint
2015.0,185592680,-1,674295,674295,N/A $\in$ constraint
2007.0,15744967,-2,164875,164875,N/A $\notin$ constraint
1977.0,185592680,-1,84831,84831,N/A $\in$ constraint
2007.0,144024400,-2,97472,97472,N/A $\notin$ constraint
1997.0,71924100,1,450172,450172,Male
2002.0,39432304,-2,130623,130623,N/A $\notin$ constraint
1985.0,127413603,0,5839,5839,Female
1894.0,142362112,-2,3017,3017,N/A $\notin$ constraint
1892.0,138885662,-2,1054,1054,N/A $\notin$ constraint
1966.0,39432304,-2,11701,11701,N/A $\notin$ constraint
1994.0,142362112,-1,12456,12456,N/A $\in$ constraint
1944.0,95457728,-2,2654,2654,N/A $\notin$ constraint
1895.0,138885662,-2,1149,1149,N/A $\notin$ constraint
1979.0,33923547,-1,5234,5234,N/A $\in$ constraint
1952.0,185592680,-1,6974,6974,N/A $\in$ constraint
1973.0,33923547,0,1276,1276,Female
1884.0,71924100,1,814,814,Male
1935.0,205649164,-1,399,399,N/A $\in$ constraint
1931.0,185592680,-1,1690,1690,N/A $\in$ constraint
1834.0,185592680,-2,194,194,N/A $\notin$ constraint
1913.0,86803240,1,1329,1329,Male
1916.0,127313418,-2,3912,3912,N/A $\notin$ constraint
1969.0,185592680,-2,140179,140179,N/A $\notin$ constraint
2012.0,86803240,-2,446381,446381,N/A $\notin$ constraint
1986.0,192562407,-2,380076,380076,N/A $\notin$ constraint
1987.0,142362112,-2,44346,44346,N/A $\notin$ constraint
1982.0,192562407,-2,336614,336614,N/A $\notin$ constraint
1952.0,127313418,1,2806,2806,Male
1979.0,86803240,-2,93067,93067,N/A $\notin$ constraint
1981.0,15744967,-2,19806,19806,N/A $\notin$ constraint
1976.0,185592680,-1,75039,75039,N/A $\in$ constraint
1857.0,138885662,1,181,181,Male
1973.0,121332964,-1,13645,13645,N/A $\in$ constraint
1929.0,71924100,-1,1238,1238,N/A $\in$ constraint
1892.0,71924100,-2,1975,1975,N/A $\notin$ constraint
1888.0,71924100,-2,1875,1875,N/A $\notin$ constraint
1902.0,71924100,-2,3260,3260,N/A $\notin$ constraint
1996.0,205649164,-1,15576,15576,N/A $\in$ constraint
1928.0,95457728,0,334,334,Female
1817.0,142362112,-2,300,300,N/A $\notin$ constraint
1940.0,162324750,1,718,718,Male
1896.0,185592680,-2,1688,1688,N/A $\notin$ constraint
1923.0,144024400,1,513,513,Male
1904.0,144133560,1,145,145,Male
1919.0,39432304,1,684,684,Male
1916.0,15744967,-2,742,742,N/A $\notin$ constraint
2004.0,138885662,-2,79203,79203,N/A $\notin$ constraint
2011.0,192562407,1,612512,612512,Male
2006.0,205649164,-2,162604,162604,N/A $\notin$ constraint
2010.0,185592680,1,639389,639389,Male
1999.0,127413603,0,20396,20396,Female
1994.0,205649164,-2,58356,58356,N/A $\notin$ constraint
1992.0,33923547,-1,20859,20859,N/A $\in$ constraint
1990.0,185592680,-2,313368,313368,N/A $\notin$ constraint
1971.0,33923547,1,12883,12883,Male
2007.0,33923547,0,38181,38181,Female
2005.0,142362112,0,16365,16365,Female
1895.0,71924100,-2,2583,2583,N/A $\notin$ constraint
2004.0,144133560,0,18570,18570,Female
1990.0,205649164,-1,8853,8853,N/A $\in$ constraint
1965.0,33923547,1,6231,6231,Male
1961.0,192562407,1,21351,21351,Male
2004.0,162324750,0,13594,13594,Female
1969.0,15744967,1,17872,17872,Male
1974.0,142362112,1,14322,14322,Male
2006.0,162324750,0,16331,16331,Female
2017.0,71924100,-1,1864085,1864085,N/A $\in$ constraint
2018.0,39432304,-2,969351,969351,N/A $\notin$ constraint
1964.0,41008148,0,876,876,Female
2020.0,127413603,-2,113858,113858,N/A $\notin$ constraint
1861.0,185592680,-2,256,256,N/A $\notin$ constraint
1878.0,142362112,1,828,828,Male
1935.0,192562407,-2,7175,7175,N/A $\notin$ constraint
1947.0,33923547,1,957,957,Male
1929.0,15744967,-2,1647,1647,N/A $\notin$ constraint
1871.0,205649164,-2,506,506,N/A $\notin$ constraint
1896.0,127413603,1,295,295,Male
2017.0,142362112,0,19771,19771,Female
1860.0,95457728,1,330,330,Male
1937.0,71924100,-1,1698,1698,N/A $\in$ constraint
1877.0,144024400,1,26,26,Male
1874.0,205649164,1,334,334,Male
1889.0,144133560,-2,170,170,N/A $\notin$ constraint
1812.0,142362112,-1,47,47,N/A $\in$ constraint
1992.0,185592680,-2,303558,303558,N/A $\notin$ constraint
1958.0,39432304,-2,6290,6290,N/A $\notin$ constraint
1971.0,15744967,1,21393,21393,Male
1993.0,144133560,-2,27219,27219,N/A $\notin$ constraint
1994.0,127313418,0,5637,5637,Female
2016.0,144024400,1,59446,59446,Male
1950.0,86803240,-2,24042,24042,N/A $\notin$ constraint
1912.0,144133560,-2,863,863,N/A $\notin$ constraint
2018.0,121332964,-2,795408,795408,N/A $\notin$ constraint
1949.0,17744445,1,3317,3317,Male
1948.0,144133560,1,1003,1003,Male
1853.0,71924100,-2,551,551,N/A $\notin$ constraint
1809.0,15744967,-1,2,2,N/A $\in$ constraint
1944.0,33923547,-1,72,72,N/A $\in$ constraint
1887.0,41008148,1,205,205,Male
1957.0,144133560,1,1616,1616,Male
1977.0,39432304,-1,4354,4354,N/A $\in$ constraint
1855.0,127313418,-2,108,108,N/A $\notin$ constraint
1874.0,205649164,-2,553,553,N/A $\notin$ constraint
1902.0,15744967,-2,480,480,N/A $\notin$ constraint
1825.0,138885662,1,58,58,Male
1945.0,144133560,-2,1002,1002,N/A $\notin$ constraint
2020.0,86803240,0,396457,396457,Female
1809.0,144133560,-2,8,8,N/A $\notin$ constraint
2019.0,127313418,-1,174368,174368,N/A $\in$ constraint
2013.0,127413603,-2,1112024,1112024,N/A $\notin$ constraint
2016.0,71924100,0,1252583,1252583,Female
2007.0,205649164,1,80532,80532,Male
1975.0,127413603,0,2916,2916,Female
2007.0,127313418,-1,64085,64085,N/A $\in$ constraint
1990.0,71924100,-2,381180,381180,N/A $\notin$ constraint
2008.0,15744967,-1,78114,78114,N/A $\in$ constraint
1993.0,192562407,-1,173996,173996,N/A $\in$ constraint
2014.0,127313418,0,45412,45412,Female
1987.0,71924100,1,231984,231984,Male
1974.0,121332964,1,18970,18970,Male
1934.0,138885662,1,1899,1899,Male
1970.0,33923547,1,11941,11941,Male
1926.0,39432304,-2,2488,2488,N/A $\notin$ constraint
1908.0,205649164,-2,1694,1694,N/A $\notin$ constraint
1936.0,95457728,0,458,458,Female
1899.0,142362112,-1,225,225,N/A $\in$ constraint
1908.0,127413603,1,930,930,Male
1975.0,127313418,0,1000,1000,Female
1947.0,41008148,-2,4336,4336,N/A $\notin$ constraint
1907.0,41008148,1,788,788,Male
1933.0,33923547,1,887,887,Male
1919.0,41008148,-2,3317,3317,N/A $\notin$ constraint
1865.0,185592680,-2,278,278,N/A $\notin$ constraint
1848.0,185592680,1,104,104,Male
1911.0,86803240,-2,2198,2198,N/A $\notin$ constraint
1933.0,205649164,-2,2675,2675,N/A $\notin$ constraint
1958.0,127313418,-1,843,843,N/A $\in$ constraint
1919.0,15744967,1,501,501,Male
1921.0,17744445,1,1049,1049,Male
1909.0,127413603,-2,3718,3718,N/A $\notin$ constraint
1999.0,138885662,0,5154,5154,Female
1926.0,41008148,1,2674,2674,Male
1996.0,95457728,-2,29833,29833,N/A $\notin$ constraint
1968.0,95457728,1,8138,8138,Male
1955.0,39432304,1,2708,2708,Male
1956.0,192562407,-2,28793,28793,N/A $\notin$ constraint
1989.0,121332964,-1,76983,76983,N/A $\in$ constraint
1971.0,192562407,1,26844,26844,Male
1934.0,205649164,1,1495,1495,Male
1927.0,192562407,-2,7479,7479,N/A $\notin$ constraint
2019.0,205649164,-2,218579,218579,N/A $\notin$ constraint
1987.0,95457728,-2,15169,15169,N/A $\notin$ constraint
1936.0,17744445,1,2104,2104,Male
1945.0,185592680,1,6190,6190,Male
1924.0,71924100,-1,853,853,N/A $\in$ constraint
2017.0,17744445,0,60384,60384,Female
1977.0,144024400,-1,1597,1597,N/A $\in$ constraint
1936.0,86803240,0,665,665,Female
1956.0,71924100,0,3603,3603,Female
1920.0,192562407,-1,210,210,N/A $\in$ constraint
1944.0,192562407,-2,5702,5702,N/A $\notin$ constraint
1921.0,86803240,-2,2971,2971,N/A $\notin$ constraint
1872.0,192562407,1,46,46,Male
1924.0,192562407,1,3330,3330,Male
2017.0,39432304,0,81213,81213,Female
1861.0,142362112,1,520,520,Male
1875.0,138885662,1,283,283,Male
1889.0,95457728,1,555,555,Male
2020.0,138885662,0,7473,7473,Female
2009.0,121332964,1,299037,299037,Male
2008.0,192562407,-2,1159994,1159994,N/A $\notin$ constraint
1973.0,127413603,-2,56774,56774,N/A $\notin$ constraint
2007.0,127313418,-2,164706,164706,N/A $\notin$ constraint
1966.0,41008148,1,12449,12449,Male
1991.0,127313418,-2,81138,81138,N/A $\notin$ constraint
1996.0,15744967,1,61393,61393,Male
1977.0,95457728,-2,9628,9628,N/A $\notin$ constraint
2003.0,144133560,1,46990,46990,Male
2004.0,144133560,1,51259,51259,Male
1985.0,127313418,0,2884,2884,Female
2003.0,144024400,1,31311,31311,Male
2001.0,138885662,0,6154,6154,Female
1948.0,39432304,-2,2963,2963,N/A $\notin$ constraint
1972.0,185592680,1,97013,97013,Male
1941.0,185592680,1,7559,7559,Male
1985.0,121332964,0,3880,3880,Female
1955.0,142362112,-2,9267,9267,N/A $\notin$ constraint
1976.0,162324750,-2,5148,5148,N/A $\notin$ constraint
1970.0,71924100,0,9124,9124,Female
1940.0,205649164,1,1908,1908,Male
1916.0,192562407,1,1191,1191,Male
1919.0,71924100,-1,446,446,N/A $\in$ constraint
1943.0,192562407,-2,6409,6409,N/A $\notin$ constraint
1951.0,144024400,0,367,367,Female
1965.0,17744445,0,1067,1067,Female
1942.0,39432304,-2,1789,1789,N/A $\notin$ constraint
1830.0,121332964,1,42,42,Male
1883.0,71924100,1,1212,1212,Male
1970.0,127313418,0,873,873,Female
1815.0,41008148,-2,22,22,N/A $\notin$ constraint
1935.0,144133560,1,657,657,Male
1942.0,95457728,-1,378,378,N/A $\in$ constraint
2019.0,15744967,0,226836,226836,Female
2020.0,95457728,1,15156,15156,Male
2011.0,71924100,-1,1090154,1090154,N/A $\in$ constraint
1983.0,86803240,-1,62471,62471,N/A $\in$ constraint
2010.0,205649164,1,108802,108802,Male
1996.0,39432304,1,34211,34211,Male
1982.0,121332964,1,32664,32664,Male
2001.0,144133560,1,41392,41392,Male
1967.0,127413603,1,12186,12186,Male
1838.0,142362112,1,367,367,Male
1980.0,17744445,-2,16397,16397,N/A $\notin$ constraint
1996.0,39432304,0,6497,6497,Female
2015.0,86803240,0,656649,656649,Female
1997.0,33923547,-1,31941,31941,N/A $\in$ constraint
1934.0,71924100,-2,10248,10248,N/A $\notin$ constraint
1964.0,127413603,-2,19904,19904,N/A $\notin$ constraint
1981.0,121332964,-2,120812,120812,N/A $\notin$ constraint
1983.0,95457728,1,12406,12406,Male
1949.0,185592680,1,12059,12059,Male
1982.0,41008148,-1,13159,13159,N/A $\in$ constraint
1863.0,95457728,-2,449,449,N/A $\notin$ constraint
1970.0,41008148,0,1877,1877,Female
1807.0,144024400,-2,12,12,N/A $\notin$ constraint
1967.0,95457728,0,1473,1473,Female
1917.0,17744445,-2,1370,1370,N/A $\notin$ constraint
1930.0,17744445,-2,2101,2101,N/A $\notin$ constraint
1877.0,138885662,-2,761,761,N/A $\notin$ constraint
1973.0,95457728,0,2211,2211,Female
1919.0,15744967,-1,66,66,N/A $\in$ constraint
1934.0,142362112,0,588,588,Female
1936.0,127313418,1,1198,1198,Male
1893.0,127413603,-2,1183,1183,N/A $\notin$ constraint
1931.0,192562407,-1,468,468,N/A $\in$ constraint
1922.0,144024400,1,369,369,Male
1916.0,144024400,-2,466,466,N/A $\notin$ constraint
1927.0,162324750,-1,88,88,N/A $\in$ constraint
1915.0,144133560,-2,872,872,N/A $\notin$ constraint
2021.0,192562407,-1,159266,159266,N/A $\in$ constraint
1902.0,144024400,1,199,199,Male
2003.0,127413603,-2,427238,427238,N/A $\notin$ constraint
2012.0,144024400,1,55437,55437,Male
1968.0,41008148,-2,19991,19991,N/A $\notin$ constraint
1960.0,127413603,-2,15763,15763,N/A $\notin$ constraint
1994.0,86803240,1,251428,251428,Male
1977.0,71924100,-2,244778,244778,N/A $\notin$ constraint
2013.0,41008148,-1,405421,405421,N/A $\in$ constraint
1980.0,162324750,1,12232,12232,Male
1981.0,95457728,1,12078,12078,Male
1978.0,127313418,1,14279,14279,Male
2010.0,95457728,1,24056,24056,Male
1984.0,95457728,0,4025,4025,Female
1975.0,71924100,-1,48329,48329,N/A $\in$ constraint
1923.0,142362112,-2,5745,5745,N/A $\notin$ constraint
1961.0,17744445,1,5959,5959,Male
1944.0,127413603,-1,855,855,N/A $\in$ constraint
1906.0,95457728,-2,1564,1564,N/A $\notin$ constraint
1933.0,95457728,-2,2843,2843,N/A $\notin$ constraint
1994.0,138885662,-1,4219,4219,N/A $\in$ constraint
1975.0,127313418,-1,3791,3791,N/A $\in$ constraint
1915.0,71924100,-2,4378,4378,N/A $\notin$ constraint
1944.0,205649164,1,1432,1432,Male
1933.0,205649164,-1,264,264,N/A $\in$ constraint
1974.0,39432304,0,542,542,Female
1917.0,127313418,-2,3654,3654,N/A $\notin$ constraint
1916.0,86803240,-2,2511,2511,N/A $\notin$ constraint
1892.0,121332964,1,205,205,Male
1888.0,185592680,1,610,610,Male
1930.0,39432304,-1,149,149,N/A $\in$ constraint
1970.0,162324750,0,640,640,Female
1933.0,127413603,-1,682,682,N/A $\in$ constraint
1923.0,95457728,0,207,207,Female
1848.0,71924100,-2,469,469,N/A $\notin$ constraint
1899.0,39432304,-2,1971,1971,N/A $\notin$ constraint
1945.0,205649164,0,289,289,Female
1879.0,121332964,-2,410,410,N/A $\notin$ constraint
1830.0,192562407,-2,27,27,N/A $\notin$ constraint
2007.0,71924100,-1,745955,745955,N/A $\in$ constraint
2002.0,185592680,-2,413035,413035,N/A $\notin$ constraint
2014.0,17744445,1,94806,94806,Male
1990.0,121332964,-2,154929,154929,N/A $\notin$ constraint
1965.0,185592680,-2,106168,106168,N/A $\notin$ constraint
1990.0,17744445,-2,34953,34953,N/A $\notin$ constraint
1991.0,162324750,-2,11742,11742,N/A $\notin$ constraint
1915.0,138885662,1,904,904,Male
1984.0,205649164,1,16185,16185,Male
1938.0,71924100,1,9798,9798,Male
1975.0,71924100,1,73798,73798,Male
1942.0,185592680,-2,8330,8330,N/A $\notin$ constraint
1935.0,185592680,0,774,774,Female
1979.0,144024400,0,3585,3585,Female
1977.0,205649164,-2,18710,18710,N/A $\notin$ constraint
1963.0,41008148,-1,1727,1727,N/A $\in$ constraint
1992.0,144133560,-1,3586,3586,N/A $\in$ constraint
1968.0,144133560,-2,4701,4701,N/A $\notin$ constraint
1930.0,142362112,-2,8618,8618,N/A $\notin$ constraint
1948.0,121332964,1,2030,2030,Male
1997.0,144133560,0,7682,7682,Female
1890.0,205649164,1,558,558,Male
1929.0,144133560,-2,1262,1262,N/A $\notin$ constraint
1919.0,15744967,0,150,150,Female
1958.0,41008148,1,6883,6883,Male
1949.0,162324750,1,933,933,Male
1977.0,162324750,0,1038,1038,Female
1926.0,127313418,-2,1934,1934,N/A $\notin$ constraint
1942.0,144133560,1,808,808,Male
1950.0,41008148,-1,561,561,N/A $\in$ constraint
1907.0,142362112,1,1878,1878,Male
1877.0,86803240,1,253,253,Male
1949.0,71924100,0,2302,2302,Female
1892.0,86803240,1,428,428,Male
1876.0,138885662,1,288,288,Male
1903.0,192562407,1,776,776,Male
1905.0,39432304,-2,2702,2702,N/A $\notin$ constraint
1932.0,95457728,-1,335,335,N/A $\in$ constraint
1906.0,86803240,-1,91,91,N/A $\in$ constraint
1854.0,15744967,1,59,59,Male
1907.0,142362112,-1,355,355,N/A $\in$ constraint
1928.0,144024400,-2,786,786,N/A $\notin$ constraint
1944.0,142362112,-1,463,463,N/A $\in$ constraint
2001.0,121332964,-2,249568,249568,N/A $\notin$ constraint
2009.0,17744445,-2,272153,272153,N/A $\notin$ constraint
1996.0,71924100,1,417539,417539,Male
2007.0,192562407,0,112004,112004,Female
2008.0,95457728,-2,85513,85513,N/A $\notin$ constraint
1980.0,142362112,-2,28397,28397,N/A $\notin$ constraint
1945.0,127313418,-2,1456,1456,N/A $\notin$ constraint
1974.0,86803240,-1,25146,25146,N/A $\in$ constraint
2003.0,162324750,0,12095,12095,Female
1969.0,127313418,1,8174,8174,Male
1984.0,144024400,-2,8889,8889,N/A $\notin$ constraint
1990.0,15744967,-1,15078,15078,N/A $\in$ constraint
1973.0,95457728,1,10362,10362,Male
1964.0,86803240,-2,44353,44353,N/A $\notin$ constraint
1943.0,95457728,1,2645,2645,Male
1960.0,127313418,1,4623,4623,Male
2007.0,127313418,0,21825,21825,Female
1974.0,41008148,-1,3763,3763,N/A $\in$ constraint
1955.0,95457728,1,3733,3733,Male
1892.0,142362112,1,1325,1325,Male
1862.0,71924100,1,393,393,Male
1928.0,127413603,-2,3697,3697,N/A $\notin$ constraint
2016.0,127413603,0,96582,96582,Female
1961.0,86803240,0,3024,3024,Female
1920.0,205649164,0,139,139,Female
1932.0,71924100,0,1424,1424,Female
1964.0,127313418,-1,1336,1336,N/A $\in$ constraint
1845.0,39432304,1,21,21,Male
1966.0,33923547,-1,1399,1399,N/A $\in$ constraint
1900.0,127313418,-2,4376,4376,N/A $\notin$ constraint
1912.0,127413603,-1,377,377,N/A $\in$ constraint
1828.0,95457728,1,118,118,Male
1852.0,17744445,1,78,78,Male
1936.0,17744445,-1,368,368,N/A $\in$ constraint
1896.0,33923547,-2,591,591,N/A $\notin$ constraint
2020.0,144133560,-2,443308,443308,N/A $\notin$ constraint
1931.0,192562407,-2,9510,9510,N/A $\notin$ constraint
2011.0,71924100,0,805164,805164,Female
2013.0,205649164,-2,357831,357831,N/A $\notin$ constraint
1992.0,71924100,-2,352176,352176,N/A $\notin$ constraint
1980.0,39432304,1,12305,12305,Male
2003.0,41008148,-1,179092,179092,N/A $\in$ constraint
2003.0,144133560,-1,17269,17269,N/A $\in$ constraint
2012.0,205649164,-2,323601,323601,N/A $\notin$ constraint
1992.0,127413603,0,11234,11234,Female
1971.0,144024400,-2,4644,4644,N/A $\notin$ constraint
1936.0,86803240,1,3366,3366,Male
2016.0,185592680,1,681845,681845,Male
1899.0,205649164,-2,1363,1363,N/A $\notin$ constraint
1955.0,127313418,-2,6229,6229,N/A $\notin$ constraint
1960.0,138885662,-2,5635,5635,N/A $\notin$ constraint
1892.0,162324750,-2,167,167,N/A $\notin$ constraint
1981.0,15744967,-1,6918,6918,N/A $\in$ constraint
1941.0,162324750,-1,110,110,N/A $\in$ constraint
1921.0,127313418,1,1009,1009,Male
1928.0,185592680,-2,6661,6661,N/A $\notin$ constraint
1972.0,138885662,0,1148,1148,Female
1894.0,71924100,1,1484,1484,Male
1933.0,86803240,-1,694,694,N/A $\in$ constraint
1971.0,162324750,-1,586,586,N/A $\in$ constraint
1851.0,95457728,-2,348,348,N/A $\notin$ constraint
1804.0,142362112,-2,410,410,N/A $\notin$ constraint
1884.0,185592680,-1,85,85,N/A $\in$ constraint
2018.0,144024400,0,49996,49996,Female
1917.0,39432304,-2,2364,2364,N/A $\notin$ constraint
1855.0,127413603,1,81,81,Male
2021.0,33923547,1,13106,13106,Male
1883.0,39432304,-2,337,337,N/A $\notin$ constraint
,144133560,-1,34,34,N/A $\in$ constraint
2007.0,205649164,-2,179623,179623,N/A $\notin$ constraint
2010.0,86803240,-2,447586,447586,N/A $\notin$ constraint
2013.0,15744967,1,250253,250253,Male
1940.0,185592680,-2,11167,11167,N/A $\notin$ constraint
2013.0,17744445,-2,407951,407951,N/A $\notin$ constraint
1976.0,142362112,-2,20729,20729,N/A $\notin$ constraint
1976.0,33923547,-2,21240,21240,N/A $\notin$ constraint
2000.0,142362112,1,37088,37088,Male
2002.0,144133560,-2,86970,86970,N/A $\notin$ constraint
1970.0,127413603,1,21770,21770,Male
1998.0,127313418,-1,29980,29980,N/A $\in$ constraint
1974.0,144024400,1,9045,9045,Male
2008.0,162324750,1,72921,72921,Male
1972.0,33923547,-1,2885,2885,N/A $\in$ constraint
1977.0,41008148,-1,8001,8001,N/A $\in$ constraint
1952.0,144024400,1,1790,1790,Male
1825.0,142362112,-2,412,412,N/A $\notin$ constraint
1974.0,95457728,-2,8738,8738,N/A $\notin$ constraint
1988.0,39432304,-1,9791,9791,N/A $\in$ constraint
1896.0,162324750,-2,150,150,N/A $\notin$ constraint
1954.0,71924100,-1,7606,7606,N/A $\in$ constraint
1942.0,205649164,-2,2787,2787,N/A $\notin$ constraint
1866.0,86803240,-2,293,293,N/A $\notin$ constraint
1937.0,121332964,0,98,98,Female
1933.0,86803240,0,654,654,Female
1963.0,127413603,0,855,855,Female
1976.0,144133560,0,967,967,Female
1899.0,86803240,1,527,527,Male
1831.0,142362112,-2,489,489,N/A $\notin$ constraint
1894.0,95457728,0,63,63,Female
1965.0,144024400,0,737,737,Female
1964.0,162324750,-1,268,268,N/A $\in$ constraint
1952.0,144024400,0,338,338,Female
2020.0,121332964,0,88930,88930,Female
1852.0,144133560,-2,63,63,N/A $\notin$ constraint
2021.0,121332964,-2,17160,17160,N/A $\notin$ constraint
1829.0,205649164,-2,92,92,N/A $\notin$ constraint
2006.0,17744445,0,32757,32757,Female
2005.0,41008148,-1,231636,231636,N/A $\in$ constraint
2006.0,185592680,0,215619,215619,Female
1973.0,185592680,-2,181220,181220,N/A $\notin$ constraint
1992.0,17744445,0,9594,9594,Female
1996.0,95457728,1,13254,13254,Male
2004.0,127313418,0,16434,16434,Female
2016.0,95457728,-1,12534,12534,N/A $\in$ constraint
2004.0,127313418,-1,51878,51878,N/A $\in$ constraint
2007.0,144133560,-1,28483,28483,N/A $\in$ constraint
1998.0,95457728,0,4871,4871,Female
1963.0,71924100,1,32914,32914,Male
1934.0,41008148,1,2064,2064,Male
1920.0,142362112,1,2583,2583,Male
1943.0,17744445,1,2224,2224,Male
1956.0,142362112,-2,9055,9055,N/A $\notin$ constraint
1882.0,138885662,-2,868,868,N/A $\notin$ constraint
1951.0,15744967,1,3356,3356,Male
1923.0,17744445,1,1225,1225,Male
1884.0,127313418,1,179,179,Male
1963.0,71924100,0,5071,5071,Female
1961.0,121332964,0,526,526,Female
1918.0,86803240,1,1131,1131,Male
1859.0,95457728,-2,474,474,N/A $\notin$ constraint
2019.0,71924100,1,1946810,1946810,Male
1901.0,144133560,0,21,21,Female
1959.0,121332964,0,437,437,Female
1817.0,142362112,-1,36,36,N/A $\in$ constraint
1879.0,144024400,-2,73,73,N/A $\notin$ constraint
2003.0,71924100,-1,495505,495505,N/A $\in$ constraint
1974.0,86803240,-2,75819,75819,N/A $\notin$ constraint
1977.0,127313418,1,13237,13237,Male
1961.0,71924100,-1,12935,12935,N/A $\in$ constraint
1978.0,95457728,1,11819,11819,Male
1970.0,127313418,1,8505,8505,Male
1984.0,144133560,1,9883,9883,Male
1988.0,127313418,0,3838,3838,Female
2012.0,138885662,-1,23196,23196,N/A $\in$ constraint
1968.0,41008148,-1,2714,2714,N/A $\in$ constraint
2015.0,144024400,0,50784,50784,Female
